Wy,bx,start_x,start_y,near_x,near_y,far_x,far_y,near_dx,near_dy,phase,loss_mode,t_peak1,t_peak2,t_valley,t_max_used,horizon_flag,valley_over_max,peak_ratio,peak_minus_valley,peak1_height,peak2_height,valley_height,peak1_window_mass,valley_window_mass,peak2_window_mass,p_near,p_far,sep_mode_width,t_mode_near,t_mode_far,hw_near,hw_far,absorbed_mass,survival_tail,clear_score,showcase_score,sep_margin,mass_margin,valley_margin,peak_margin,contrast_margin,min_margin
16,0.07,7,7,13,10,58,7,6,3,2,clear,35,739,337,12000,ok,0.08819964930934222,0.3810641983255026,0.2928645490161604,0.0025604737054853066,0.0009757048599142873,0.00022583288288959604,0.10892032738431505,0.012165010735891808,0.05162762379931117,0.32228519206329403,0.6777148079356794,1.9556786703601108,35,741,44.0,317.0,0.9999999999989733,9.992573403246875e-13,1.1096517966347863,1.40376367946287,0.9556786703601108,0.17228519206329404,0.26180035069065777,0.28106419832550256,0.28286454901616037,0.17228519206329404
16,0.07,7,7,14,10,58,7,7,3,2,clear,45,738,343,12000,ok,0.11978984302153296,0.45943454784083176,0.3396447048192988,0.0021381089162367524,0.0009823211031656832,0.00025612373143894053,0.10060849739969167,0.01377755406093942,0.05197797240806252,0.31880175326657956,0.6811982467323942,1.868456375838926,45,741,56.0,316.5,0.9999999999989736,9.981066208118015e-13,1.017702575874908,1.2928044303033999,0.8684563758389261,0.16880175326657956,0.23021015697846703,0.35943454784083173,0.3296447048192988,0.16880175326657956
16,0.07,7,7,15,10,58,7,8,3,2,clear,56,737,349,12000,ok,0.1567553263722327,0.5382706857183065,0.38151535934607383,0.0018364403029356628,0.0009885019811419137,0.0002878717990498017,0.09074421503191953,0.015465695074098427,0.05230542622383996,0.31581159794599667,0.6841884020529807,1.7769130998702982,56,741,68.5,317.0,0.9999999999989776,9.961348391916937e-13,0.9227151678324865,1.1765632206655112,0.7769130998702982,0.16581159794599667,0.1932446736277673,0.4382706857183065,0.3715153593460738,0.16581159794599667
16,0.07,7,7,16,10,58,7,9,3,2,clear,69,735,355,12000,ok,0.1980368352382817,0.6134891575133673,0.4154523222750856,0.0016205546313161298,0.000994192695470518,0.0003209295105165867,0.0822701286769718,0.01722145809789812,0.05260676017485481,0.3133737760177098,0.6866262239812658,1.694829760403531,69,741,79.5,317.0,0.9999999999989756,9.974575033202077e-13,0.8336921395439831,1.0666964976721407,0.694829760403531,0.16337377601770983,0.15196316476171828,0.5134891575133673,0.4054523222750856,0.15196316476171828
16,0.07,7,7,17,10,58,7,10,3,2,clear,84,734,361,12000,ok,0.2424362183316937,0.6822685841798818,0.4398323658481881,0.001464941428603669,0.0009994835143998786,0.0003551548600281024,0.07547111194975081,0.019037223418650003,0.05288740848210425,0.311453726498142,0.6885462735008324,1.6182266009852218,84,741,89.5,316.5,0.9999999999989745,9.98078556547233e-13,0.7495871543503688,0.9614097880722299,0.6182266009852218,0.16145372649814202,0.10756378166830627,0.5822685841798818,0.42983236584818807,0.10756378166830627
16,0.08,7,7,9,10,58,7,2,3,2,clear,11,664,275,12000,ok,0.01502987734033095,0.17013132406979023,0.15510144672945927,0.006757369007039345,0.0011496401363957675,0.0001015624273191553,0.16144736086060804,0.005584205219182191,0.06079524019134181,0.30143983142202,0.6985601685769603,2.2822299651567945,9,664,12.5,274.5,0.9999999999989804,9.962191042153504e-13,1.3519936350729733,1.7074747678835418,1.2822299651567945,0.15143983142202003,0.334970122659669,0.07013132406979022,0.14510144672945927,0.07013132406979022
16,0.08,7,7,10,10,58,7,3,3,2,clear,15,665,282,12000,ok,0.022569296263789253,0.21120643537486736,0.1886371391110781,0.005400863932452738,0.0011406972191180312,0.00012189369817193972,0.15015368235992654,0.006680361380824338,0.06032282861227832,0.30695491316563056,0.6930450868333479,2.2332761578044598,14,665,16.5,275.0,0.9999999999989785,9.990471689478317e-13,1.3249053019227206,1.6734745601737393,1.2332761578044598,0.15695491316563057,0.32743070373621075,0.11120643537486735,0.1786371391110781,0.11120643537486735
16,0.08,7,7,11,10,58,7,4,3,2,clear,20,665,289,12000,ok,0.034082426199672736,0.26852684116515746,0.23444441496548474,0.004252496607209648,0.0011419094809995561,0.0001449354017795815,0.1364315781138243,0.007920340350438032,0.060386941576146214,0.30648446521098127,0.6935155347879992,2.1677852348993287,20,666,23.0,275.0,0.9999999999989806,9.962820103801257e-13,1.2699189464999339,1.607823112694164,1.1677852348993287,0.15648446521098128,0.31591757380032726,0.16852684116515745,0.22444441496548473,0.15648446521098128
16,0.08,7,7,12,10,58,7,5,3,2,clear,26,665,295,12000,ok,0.05007027801218318,0.3372689234435782,0.287198645431395,0.0034024664867759284,0.001147546209047771,0.00017036244292000692,0.12381605314907576,0.009285642942502772,0.060685215094992064,0.3034886787263869,0.6965113212725929,2.098360655737705,26,666,30.0,275.0,0.9999999999989798,9.962974997468115e-13,1.2029310590013935,1.528868593246103,1.098360655737705,0.1534886787263869,0.2999297219878168,0.23726892344357817,0.277198645431395,0.1534886787263869
16,0.08,7,7,13,10,58,7,6,3,2,clear,34,665,301,12000,ok,0.0709362972424795,0.41369747157975584,0.3427611743372763,0.0027910247915061766,0.0011546398993625205,0.00019798496422141152,0.11578107469946633,0.010766105317711272,0.06106072104595302,0.2997472396498926,0.7002527603490881,2.0127388535031847,34,666,39.0,275.0,0.9999999999989806,9.967303422188414e-13,1.1215049147472806,1.4315198277219818,1.0127388535031847,0.1497472396498926,0.27906370275752046,0.3136974715797558,0.3327611743372763,0.1497472396498926
16,0.08,7,7,14,10,58,7,7,3,2,clear,43,664,307,12000,ok,0.09692409752056733,0.49460869027828397,0.3976845927577166,0.0023489378090704315,0.001161805053289468,0.00022766867727609026,0.10781511850070505,0.01235401499081353,0.061439547674711555,0.29609045192474875,0.7039095480742316,1.9287925696594428,43,666,48.0,275.0,0.9999999999989803,9.966246938040944e-13,1.0382978232938374,1.3317529312557552,0.9287925696594428,0.14609045192474876,0.2530759024794327,0.39460869027828394,0.3876845927577166,0.14609045192474876
16,0.08,7,7,15,10,58,7,8,3,2,clear,53,664,313,12000,ok,0.1278710383675485,0.5761979802471474,0.4483269418795989,0.0020279108220319724,0.0011684781197761548,0.00025931106253001716,0.09836253255397936,0.014043485052258426,0.061793160124428,0.2928585321414806,0.7071414678574985,1.8408408408408408,53,666,58.0,275.0,0.999999999998979,9.95686082330242e-13,0.9518050926946023,1.2266465332872085,0.8408408408408408,0.14285853214148062,0.22212896163245147,0.47619798024714743,0.43832694187959886,0.14285853214148062
16,0.08,7,7,16,10,58,7,9,3,2,clear,64,663,318,12000,ok,0.16325022722782384,0.6548804980462571,0.4916302708184333,0.001793472023741543,0.0011745098521398903,0.00029278471540255196,0.08963192667654217,0.015828040761416872,0.06211240078417178,0.2901526870096545,0.7098473129893226,1.7653958944281525,64,666,66.5,274.5,0.9999999999989772,9.983656918916738e-13,0.8717703704024723,1.1290519653904827,0.7653958944281525,0.14015268700965453,0.18674977277217614,0.5548804980462572,0.4816302708184333,0.14015268700965453
16,0.08,7,7,17,10,58,7,10,3,2,clear,77,662,323,12000,ok,0.20232250677182204,0.7278633021125261,0.5255407953407041,0.0016211025122439843,0.0011799410276248183,0.00032798552401130124,0.08256468710148679,0.01770167668925223,0.06240006842128356,0.2879642707954306,0.7120357292035491,1.6852646638054363,77,666,75.0,274.5,0.9999999999989796,9.95834209446264e-13,0.7903990124735492,1.0276622568770477,0.6852646638054363,0.13796427079543058,0.14767749322817794,0.6278633021125262,0.5155407953407041,0.13796427079543058
16,0.09,7,7,9,10,58,7,2,3,2,clear,10,602,249,12000,ok,0.011817784912696338,0.19117260162473948,0.17935481671204315,0.006970226743546402,0.0013325163804781015,8.23726404479552e-05,0.16067422385783892,0.004610482051159746,0.0704189617396793,0.28108825986507285,0.7189117401339085,2.330058939096267,9,602,12.0,242.5,0.9999999999989813,9.994393478982702e-13,1.3379689693133745,1.7027631590979586,1.3300589390962672,0.13108825986507286,0.3381822150873036,0.09117260162473947,0.16935481671204314,0.09117260162473947
16,0.09,7,7,10,10,58,7,3,3,2,clear,15,603,255,12000,ok,0.01780926492995907,0.2336782368489973,0.21586897191903823,0.00564929395927439,0.0013201170518449305,0.000100609772787935,0.1546305522307343,0.005604713626296523,0.06976446857768184,0.287681196132603,0.7123188038663807,2.2829457364341086,14,603,15.5,242.5,0.9999999999989836,9.973597921302384e-13,1.317750582649666,1.6767499508222155,1.2829457364341086,0.13768119613260302,0.33219073507004093,0.1336782368489973,0.20586897191903822,0.1336782368489973
16,0.09,7,7,11,10,58,7,4,3,2,clear,20,603,261,12000,ok,0.026952632591162498,0.2925980037656601,0.2656453711744976,0.004511131498936255,0.0013199480713131382,0.00012158686986124904,0.14274592592057633,0.00674534118739382,0.06975532530675574,0.28785315664209354,0.7121468433568875,2.2163187855787476,19,603,21.0,242.5,0.9999999999989809,9.987751400845183e-13,1.2677542179591703,1.6167875433886953,1.2163187855787476,0.13785315664209355,0.3230473674088375,0.19259800376566008,0.2556453711744976,0.13785315664209355
16,0.09,7,7,12,10,58,7,5,3,2,clear,26,603,267,12000,ok,0.03972096171196497,0.3627720131052442,0.3230510513932792,0.003653482462146636,0.0013253811876376394,0.00014511983699426204,0.1314408465594624,0.008021374331734396,0.0700424516239887,0.28515331300731817,0.7148466869916633,2.1444444444444444,25,604,27.5,242.5,0.9999999999989814,9.98626813184637e-13,1.2049857656498324,1.5426545166510666,1.1444444444444444,0.13515331300731817,0.310279038288035,0.26277201310524423,0.3130510513932792,0.13515331300731817
16,0.09,7,7,13,10,58,7,6,3,2,clear,33,603,273,12000,ok,0.05657211422418183,0.4406238305251732,0.38405171630099133,0.003024941200265887,0.00133286117877457,0.00017112731910287545,0.12218589765723681,0.009427420935646205,0.07043797227762008,0.28146928353710776,0.718530716461872,2.0613718411552346,33,604,34.5,242.5,0.9999999999989797,9.991588609412948e-13,1.1308156906825892,1.45434733534932,1.0613718411552346,0.13146928353710777,0.29342788577581813,0.3406238305251732,0.3740517163009913,0.13146928353710777
16,0.09,7,7,14,10,58,7,7,3,2,clear,41,603,278,12000,ok,0.07781876599649208,0.5228448088692539,0.4450260428727618,0.0025641335732642817,0.0013406439280286005,0.0001995377105216022,0.11423157448151633,0.010958394665306213,0.07084970799099265,0.2777199467288682,0.7222800532701119,1.9789103690685412,41,604,42.0,242.5,0.9999999999989801,9.992936997094641e-13,1.0542892224061686,1.3630017141044033,0.9789103690685412,0.1277199467288682,0.2721812340035079,0.4228448088692539,0.4350260428727618,0.1277199467288682
16,0.09,7,7,15,10,58,7,8,3,2,clear,50,603,283,12000,ok,0.10355238078637005,0.6060628210364097,0.5025104402500397,0.0022241275509890393,0.0013479610178972184,0.00023031370307747368,0.10533623386456958,0.012612592642303858,0.07123704244376862,0.27430927170241387,0.7256907282965666,1.8972602739726028,50,604,49.5,242.5,0.9999999999989805,9.986501611418123e-13,0.9767820251291378,1.269735178879502,0.8972602739726028,0.12430927170241388,0.24644761921362993,0.5060628210364098,0.49251044025003965,0.12430927170241388
16,0.09,7,7,16,10,58,7,9,3,2,clear,60,602,288,12000,ok,0.13359488983956566,0.6870420317478876,0.5534471419083219,0.001971566076905815,0.0013545487632025833,0.00026339115285565703,0.09681180816100578,0.014385997108697856,0.07158492731557838,0.2713815997129267,0.7286184002860548,1.8163606010016695,60,604,57.0,242.5,0.9999999999989816,9.971655284012331e-13,0.8991855699050095,1.175176380079122,0.8163606010016695,0.1213815997129267,0.21640511016043432,0.5870420317478876,0.5434471419083219,0.1213815997129267
16,0.09,7,7,17,10,58,7,10,3,2,clear,71,602,293,12000,ok,0.16757775006404604,0.7632373880579087,0.5956596379938627,0.0017823978983076154,0.0013603927163842104,0.00029869022951727455,0.08945320566077299,0.016273868514928774,0.07189483013705507,0.2689563521091218,0.7310436478898571,1.7389885807504077,71,604,64.0,242.5,0.999999999998979,9.996423137139535e-13,0.8236057323046293,1.0818384335800284,0.7389885807504077,0.11895635210912178,0.18242224993595393,0.6632373880579088,0.5856596379938627,0.11895635210912178
16,0.1,7,7,9,10,58,7,2,3,2,clear,10,550,228,12000,ok,0.009192918693395648,0.21084887449259843,0.20165595579920279,0.007176008325714283,0.0015130532788263722,6.596846108142164e-05,0.16209399744414474,0.0037814985041639045,0.07989807352960357,0.2636394373215353,0.7363605626774441,2.3728070175438596,9,550,11.0,217.0,0.9999999999989795,9.99280488892211e-13,1.325112932801751,1.6983675164970777,1.3728070175438596,0.11363943732153528,0.3408070813066043,0.11084887449259842,0.19165595579920278,0.11084887449259842
16,0.1,7,7,10,10,58,7,3,3,2,clear,14,551,233,12000,ok,0.013909306165594285,0.25387396144905766,0.2399646552834634,0.005895994905928567,0.0014968395834515495,8.200919829734471e-05,0.15577336984440812,0.004668536657150952,0.07904313319271745,0.271330975075741,0.7286690249232425,2.3196544276457884,14,551,14.5,217.0,0.9999999999989835,9.961648638637428e-13,1.306856555692263,1.6736931876520789,1.3196544276457884,0.121330975075741,0.3360906938344057,0.15387396144905766,0.22996465528346338,0.121330975075741
16,0.1,7,7,11,10,58,7,4,3,2,clear,19,551,239,12000,ok,0.021103574313788943,0.31316586003065544,0.2920622857168665,0.004773685759131391,0.0014949554062744744,0.00010074183216850529,0.14585905746950342,0.005703517662737603,0.07894313842250235,0.2722166359126262,0.7277833640863568,2.2447257383966246,19,551,20.0,217.0,0.9999999999989829,9.967906494777633e-13,1.2573625149120116,1.6132699095325613,1.2447257383966246,0.12221663591262619,0.328896425686211,0.21316586003065544,0.2820622857168665,0.12221663591262619
16,0.1,7,7,12,10,58,7,5,3,2,clear,25,551,244,12000,ok,0.03125907564355521,0.3839477763074809,0.35268870066392566,0.003906632022873657,0.0014999426780339365,0.00012211770591454276,0.1360988034009181,0.006877084425113908,0.07920624574332864,0.26990052849660545,0.7300994715023766,2.1731958762886596,25,552,25.5,217.0,0.999999999998982,9.961027327682796e-13,1.1997909419885515,1.545256438256293,1.1731958762886596,0.11990052849660546,0.31874092435644474,0.2839477763074809,0.34268870066392565,0.11990052849660546
16,0.1,7,7,13,10,58,7,6,3,2,clear,32,552,249,12000,ok,0.044804133067501035,0.4622545669461446,0.41745043387864356,0.003261561421032954,0.00150767166224784,0.00014613143191578824,0.12807669855024031,0.00819052201423297,0.0796162510342214,0.266359917298866,0.7336400827001179,2.105050505050505,31,552,31.0,216.5,0.9999999999989839,9.96418394936124e-13,1.1388000153384108,1.4741080025520445,1.1050505050505048,0.116359917298866,0.30519586693249895,0.36225456694614455,0.40745043387864355,0.116359917298866
16,0.1,7,7,14,10,58,7,7,3,2,clear,39,551,254,12000,ok,0.06209105725500728,0.5447333899888227,0.4826423327338154,0.0027830705848550783,0.0015160314742662822,0.00017280379502896326,0.11969911216482168,0.009643732702446266,0.08005611725330614,0.26259377045513876,0.7374062295438418,2.0236686390532546,39,552,37.0,216.5,0.9999999999989805,9.965433753280274e-13,1.0678124918777183,1.3896490659286718,1.0236686390532546,0.11259377045513877,0.2879089427449927,0.4447333899888227,0.4726423327338154,0.11259377045513877
16,0.1,7,7,15,10,58,7,8,3,2,clear,48,551,259,12000,ok,0.08338210902714904,0.6286056642842646,0.5452235552571155,0.0024244770692820918,0.0015240400186780363,0.00020215801132470216,0.11246449757799726,0.011236855023848474,0.08047953334876821,0.25906672830438365,0.7409332716945998,1.9423076923076923,47,552,43.5,216.5,0.9999999999989835,9.960058831139418e-13,0.9953366751260972,1.3027624660171617,0.9423076923076923,0.10906672830438366,0.26661789097285093,0.5286056642842646,0.5352235552571155,0.10906672830438366
16,0.1,7,7,16,10,58,7,9,3,2,clear,57,551,263,12000,ok,0.1086958117051536,0.7107865844990819,0.6020907727939283,0.002154373375453166,0.0015312996932741142,0.00023417136276085353,0.10393374853624228,0.012967219842259538,0.08086364489799644,0.25596597406433175,0.7440340259346482,1.8609022556390977,57,552,49.5,216.5,0.9999999999989798,9.996061851511595e-13,0.9221418293620923,1.2139206675126701,0.8609022556390977,0.10596597406433175,0.24130418829484637,0.610786584499082,0.5920907727939283,0.10596597406433175
16,0.1,7,7,17,10,58,7,10,3,2,clear,66,551,268,12000,ok,0.1379616361535001,0.7891145343146063,0.6511528981611062,0.0019486596131891279,0.0015377156231994196,0.0002688402685418187,0.0960861413643574,0.014835255835293912,0.08120344500826707,0.25334005206163207,0.7466599479373492,1.786764705882353,66,552,55.5,216.5,0.9999999999989816,9.97510534390341e-13,0.8522873956660072,1.1284569404808196,0.786764705882353,0.10334005206163208,0.21203836384649988,0.6891145343146063,0.6411528981611062,0.10334005206163208
16,0.11,7,7,9,10,58,7,2,3,2,clear,10,506,210,12000,ok,0.007084676268761091,0.22912696507189792,0.22204228880313684,0.007372769065995387,0.0016893002002674943,5.223368203691339e-05,0.16289558055739153,0.0030871442153371873,0.08912724908563571,0.24839310289087727,0.7516068971081064,2.4009661835748792,9,506,10.5,196.5,0.9999999999989837,9.968268077554684e-13,1.3073450912974416,1.6862102116268944,1.4009661835748792,0.09839310289087727,0.3429153237312389,0.12912696507189791,0.21204228880313683,0.09839310289087727
16,0.11,7,7,10,10,58,7,3,3,2,clear,14,507,215,12000,ok,0.010761577777285649,0.27172065820562036,0.2609590804283347,0.006142209533699688,0.0016689652173337158,6.60998656212946e-05,0.15904449632739986,0.0038716651115463852,0.08805638991000778,0.2571833440424521,0.7428166559565306,2.342042755344418,14,507,14.0,196.5,0.9999999999989827,9.974686159239693e-13,1.2909039233711173,1.6626206335297151,1.3420427553444179,0.10718334404245208,0.33923842222271433,0.17172065820562035,0.2509590804283347,0.10718334404245208
16,0.11,7,7,11,10,58,7,4,3,2,clear,19,507,220,12000,ok,0.01641112074200221,0.330958318597663,0.31454719785566077,0.005030955567157309,0.0016650365954459351,8.25636192602668e-05,0.15103509394792397,0.004798021456454429,0.08784826051641643,0.2588331589511279,0.7411668410478557,2.269141531322506,18,507,18.5,197.0,0.9999999999989836,9.970665859402445e-13,1.2472610550669085,1.6090033848155958,1.2691415313225058,0.10883315895112791,0.33358887925799774,0.230958318597663,0.30454719785566076,0.10883315895112791
16,0.11,7,7,12,10,58,7,5,3,2,clear,24,507,225,12000,ok,0.02443798747850636,0.40127227015800565,0.3768342826794993,0.004160020864661643,0.001669301016267447,0.00010166253780092644,0.1401743136950722,0.005866760230816904,0.08807267653940934,0.2569718344144192,0.743028165584568,2.2004555808656034,24,507,23.0,196.5,0.9999999999989869,9.956618273438175e-13,1.1956407848140065,1.548131985015253,1.2004555808656034,0.10697183441441918,0.32556201252149364,0.3012722701580056,0.3668342826794993,0.10697183441441918
16,0.11,7,7,13,10,58,7,6,3,2,clear,30,507,229,12000,ok,0.03527636486013591,0.4791064477987679,0.44383008293863196,0.0035004289859421485,0.001677078097226586,0.00012348241007509078,0.13102130602054557,0.007077447833939039,0.08848273357288153,0.25364904439527614,0.7463509556037093,2.129175946547884,30,508,28.0,196.5,0.9999999999989855,9.95611054513096e-13,1.137231876788176,1.4796841758200356,1.1291759465478841,0.10364904439527614,0.31472363513986407,0.3791064477987679,0.43383008293863196,0.10364904439527614
16,0.11,7,7,14,10,58,7,7,3,2,clear,38,508,234,12000,ok,0.049285621165339605,0.561053184935844,0.5117675637705044,0.0030048868012350904,0.001685901310204628,0.0001480977125304018,0.12623874539650817,0.008439812110377642,0.088951236839308,0.24993500976149963,0.7500649902374854,2.0478260869565217,37,508,33.5,196.5,0.9999999999989849,9.95608028526309e-13,1.0706672090759923,1.400527372596426,1.0478260869565217,0.09993500976149963,0.30071437883466035,0.461053184935844,0.5017675637705044,0.09993500976149963
16,0.11,7,7,15,10,58,7,8,3,2,clear,45,507,238,12000,ok,0.06679002804735087,0.6444833744723415,0.5776933464249906,0.002629323891358754,0.001694555534083638,0.00017561261644942093,0.11763904258695373,0.00995163928784595,0.08940521185144101,0.2463511137998628,0.753648886199123,1.9744136460554371,45,508,38.0,196.5,0.9999999999989858,9.950906997827618e-13,1.0066751488787715,1.3247211858918129,0.9744136460554371,0.0963511137998628,0.2832099719526491,0.5444833744723415,0.5676933464249906,0.0963511137998628
16,0.11,7,7,16,10,58,7,9,3,2,clear,53,507,242,12000,ok,0.08801196491285353,0.7270839680424931,0.6390720031296395,0.002341557363394121,0.0017025088191757155,0.00020608506450847718,0.1096573527429992,0.011618137570737635,0.08982543001941566,0.24312615163695545,0.7568738483620275,1.8958333333333333,53,508,43.5,196.5,0.999999999998983,9.989282051639668e-13,0.939052796188762,1.2431846937459918,0.8958333333333333,0.09312615163695545,0.26198803508714646,0.6270839680424931,0.6290720031296395,0.09312615163695545
16,0.11,7,7,17,10,58,7,10,3,2,clear,62,507,247,12000,ok,0.11299639649402735,0.8064554750083749,0.6934590785143475,0.002119870904320551,0.0017095814971002632,0.00023953777322075729,0.1025146719399516,0.013440450734049527,0.0901994624154663,0.24033798516985652,0.7596620148291267,1.8204081632653062,62,508,48.5,196.5,0.9999999999989828,9.969734302291405e-13,0.872488391921394,1.1620306586841422,0.8204081632653062,0.09033798516985653,0.23700360350597263,0.7064554750083749,0.6834590785143475,0.09033798516985653
16,0.12,7,7,9,10,58,7,2,3,2,clear,10,468,195,12000,ok,0.005414532766322392,0.2460094638390676,0.2405949310727452,0.007559551495308029,0.0018597212102245502,4.093143927004676e-05,0.16308850346834702,0.0025167147818883242,0.0980218515616277,0.2348568860706699,0.7651431139283169,2.4157894736842107,9,468,10.0,180.0,0.9999999999989869,9.95811039380956e-13,1.285105508655305,1.6669253823727908,1.4157894736842107,0.0848568860706699,0.3445854672336776,0.1460094638390676,0.2305949310727452,0.0848568860706699
16,0.12,7,7,10,10,58,7,3,3,2,clear,14,469,199,12000,ok,0.008267812622672465,0.28765391706464255,0.2793861044419701,0.006379342621683175,0.0018350428934245913,5.274320945190461e-05,0.16166009028710615,0.003200030538082038,0.09672432941061002,0.2447287153922472,0.7552712846067391,2.356589147286822,13,469,13.5,180.0,0.9999999999989861,9.951288806176626e-13,1.2730883731374518,1.6480132012296917,1.356589147286822,0.0947287153922472,0.3417321873773275,0.18765391706464254,0.2693861044419701,0.0947287153922472
16,0.12,7,7,11,10,58,7,4,3,2,clear,18,469,204,12000,ok,0.012663095710022196,0.34567394970465287,0.33301085399463065,0.0052904130425099425,0.0018287579719734213,6.699300670285313e-05,0.15297820626551875,0.004025288548780569,0.09639178207645009,0.2471747801074629,0.7528252198915214,2.2893401015228427,18,469,17.0,180.0,0.9999999999989844,9.987395585418133e-13,1.2368064970917774,1.6032442103851992,1.2893401015228427,0.09717478010746292,0.33733690428997776,0.24567394970465287,0.32301085399463064,0.09717478010746292
16,0.12,7,7,12,10,58,7,5,3,2,clear,23,469,208,12000,ok,0.018995631870385363,0.4151975871593917,0.3962019552890063,0.004412376565147808,0.0018320081034880144,8.381588090506319e-05,0.14366286544226742,0.004985717825593291,0.09656211997412485,0.24582363713345393,0.7541763628655311,2.218905472636816,23,469,21.0,180.0,0.9999999999989851,9.965222011406246e-13,1.1881248558523143,1.5454387141132613,1.2189054726368158,0.09582363713345393,0.3310043681296146,0.3151975871593917,0.3862019552890063,0.09582363713345393
16,0.12,7,7,13,10,58,7,6,3,2,clear,29,470,213,12000,ok,0.02761776518398111,0.49161656057678144,0.4639987953928003,0.003741958879723632,0.0018396089542694783,0.00010334454166832028,0.1357452169302422,0.006098825544096005,0.09696663528952329,0.2427813417752594,0.757218658223726,2.145985401459854,29,470,25.5,180.0,0.9999999999989853,9.960143557626151e-13,1.1326316396698395,1.4801024164520151,1.1459854014598538,0.0927813417752594,0.32238223481601885,0.3916165605767814,0.4539987953928003,0.0927813417752594
16,0.12,7,7,14,10,58,7,7,3,2,clear,36,470,217,12000,ok,0.03891881779307455,0.5722161867341229,0.5332973689410483,0.0032308282606956645,0.0018487322273281117,0.00012574001639873054,0.12995113512104037,0.007359942880409556,0.09744727561800454,0.23918051278779276,0.7608194872111922,2.071599045346062,36,470,30.0,179.5,0.999999999998985,9.958067693696763e-13,1.0734948457251274,1.410407886531738,1.071599045346062,0.08918051278779277,0.31108118220692543,0.4722161867341229,0.5232973689410483,0.08918051278779277
16,0.12,7,7,15,10,58,7,8,3,2,clear,43,470,221,12000,ok,0.053266748058501734,0.6547275881122535,0.6014608400537518,0.002837719333428455,0.001857933134915124,0.00015115608079447297,0.12307408473556235,0.008781504742236181,0.09793234042738821,0.2355948373296568,0.7644051626693317,1.9953271028037383,43,470,34.5,179.5,0.9999999999989883,9.952512852638244e-13,1.011761419453806,1.3370800833421437,0.9953271028037383,0.08559483732965681,0.29673325194149824,0.5547275881122535,0.5914608400537518,0.08559483732965681
16,0.12,7,7,16,10,58,7,9,3,2,clear,51,470,225,12000,ok,0.07094255808431936,0.7368075241946634,0.6658649661103441,0.002533270960066414,0.0018665331042007729,0.00017971672222783105,0.11621184869637861,0.010368379892751418,0.09838604128650262,0.2322928332447544,0.7677071667542269,1.9176201372997712,51,470,39.0,179.5,0.9999999999989813,9.99248399842804e-13,0.9483218715965795,1.2608295885315515,0.9176201372997712,0.0822928332447544,0.2790574419156806,0.6368075241946635,0.6558649661103441,0.0822928332447544
16,0.12,7,7,17,10,58,7,10,3,2,clear,59,469,229,12000,ok,0.09214008853327765,0.8164486226055861,0.7243085340723086,0.002295633052380223,0.0018742664436236906,0.00021151983268623216,0.10889300369617942,0.012124074817839602,0.09878981930922513,0.2293812211604433,0.7706187788385389,1.847191011235955,59,470,43.0,179.5,0.9999999999989821,9.97413918022338e-13,0.887767367659639,1.187752202763742,0.8471910112359551,0.0793812211604433,0.2578599114667223,0.7164486226055862,0.7143085340723085,0.0793812211604433
16,0.14,7,7,9,10,58,7,2,3,2,clear,10,407,170,12000,ok,0.0030888537598827426,0.2757784979186093,0.27268964415872654,0.007899431566920146,0.0021784933719360845,2.440018889641772e-05,0.1617279476546997,0.0016693224539860627,0.11456562900145467,0.2116000096445553,0.7883999903544292,2.434250764525994,9,407,9.0,154.5,0.9999999999989844,9.985464338359366e-13,1.2415159713053276,1.6269350964927491,1.434250764525994,0.06160000964455531,0.3469111462401172,0.1757784979186093,0.26268964415872653,0.06160000964455531
16,0.14,7,7,10,10,58,7,3,3,2,clear,13,407,174,12000,ok,0.004762839592887432,0.31310675300902524,0.3083439134161378,0.006849953465488179,0.002144766687841924,3.2625229574863575e-05,0.16257706164081684,0.002188278692625147,0.11278983909880406,0.22353162973487894,0.7764683702641098,2.3795180722891565,12,407,11.5,154.5,0.9999999999989887,9.950984007227555e-13,1.2398196527798566,1.6194654082101625,1.3795180722891565,0.07353162973487895,0.34523716040711255,0.21310675300902523,0.2983439134161378,0.07353162973487895
16,0.14,7,7,11,10,58,7,4,3,2,clear,17,407,178,12000,ok,0.007402526333225988,0.368047741832638,0.36064521549941203,0.005795517974241984,0.002133027303170227,4.290147441901082e-05,0.15773497297399275,0.002827650905724034,0.11217015707948663,0.2276062014447816,0.7723937985542046,2.2941176470588234,17,407,15.0,155.0,0.9999999999989864,9.963990976722968e-13,1.2014307484209126,1.569403336873803,1.2941176470588234,0.07760620144478161,0.342597473666774,0.268047741832638,0.350645215499412,0.07760620144478161
16,0.14,7,7,12,10,58,7,5,3,2,clear,22,408,182,12000,ok,0.011265301805132709,0.4334348329777636,0.4221695311726309,0.004922182714030005,0.0021334454425416304,5.544987381355523e-05,0.15143261152179682,0.0035982375276508434,0.11219972258729274,0.22738667752682207,0.7726133224721646,2.23121387283237,22,408,18.0,155.0,0.9999999999989867,9.976930624829163e-13,1.1634564501183806,1.5242702918814852,1.2312138728323698,0.07738667752682207,0.3387346981948673,0.33343483297776355,0.4121695311726309,0.07738667752682207
